PID(18823) ,execname(stapio) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pud_alloc@mm/memory.c:3919")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pmd_alloc@mm/memory.c:3949")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pud_alloc@mm/memory.c:3919")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__pmd_alloc@mm/memory.c:3949")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_p4d_range@mm/memory.c:1093")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pud_range@mm/memory.c:1059")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_pmd_range@mm/memory.c:1026")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_one_pte@mm/memory.c:888")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_page_range@mm/memory.c:1115")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_io@kernel/fork.c:1267")) 
PID(18823) ,execname(fork) probe point:(kernel.function("copy_seccomp@kernel/fork.c:1395")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_task_pid@kernel/fork.c:1463")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_task_pid@kernel/fork.c:1463")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_task_pid@kernel/fork.c:1463")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_copy@mm/memory.c:2283")) 
PID(18823) ,execname(fork) probe point:(kernel.function("cow_user_page@mm/memory.c:2129")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__cleanup_sighand@kernel/fork.c:1311")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
00400000-00402000 r-xp 00000000 fd:00 6819537                            /root/noteGit/process/fork/fork
00601000-00602000 r--p 00001000 fd:00 6819537                            /root/noteGit/process/fork/fork
00602000-00603000 rw-p 00002000 fd:00 6819537                            /root/noteGit/process/fork/fork
00d0b000-00d2d000 rw-p 00000000 00:00 0                                  [heap]
7f1c0a4c8000-7f1c0a693000 r-xp 00000000 fd:00 10756900                   /usr/lib64/libc-2.25.so
7f1c0a693000-7f1c0a893000 ---p 001cb000 fd:00 10756900                   /usr/lib64/libc-2.25.so
7f1c0a893000-7f1c0a897000 r--p 001cb000 fd:00 10756900                   /usr/lib64/libc-2.25.so
7f1c0a897000-7f1c0a899000 rw-p 001cf000 fd:00 10756900                   /usr/lib64/libc-2.25.so
7f1c0a899000-7f1c0a89d000 rw-p 00000000 00:00 0 
7f1c0a89d000-7f1c0a8c3000 r-xp 00000000 fd:00 10758760                   /usr/lib64/ld-2.25.so
7f1c0aa92000-7f1c0aa94000 rw-p 00000000 00:00 0 
7f1c0aac2000-7f1c0aac3000 r--p 00025000 fd:00 10758760                   /usr/lib64/ld-2.25.so
7f1c0aac3000-7f1c0aac5000 rw-p 00026000 fd:00 10758760                   /usr/lib64/ld-2.25.so
7ffff6838000-7ffff6859000 rw-p 00000000 00:00 0                          [stack]
7ffff6893000-7ffff6895000 r--p 00000000 00:00 0                          [vvar]
7ffff6895000-7ffff6897000 r-xp 00000000 00:00 0                          [vdso]
ffffffffff600000-ffffffffff601000 r-xp 00000000 00:00 0                  [vsyscall]
18827:   ./fork
         Address Perm   Offset Device    Inode Size  Rss Pss Referenced Anonymous ShmemPmdMapped Shared_Hugetlb Private_Hugetlb Swap SwapPss Locked Mapping
        00400000 r-xp 00000000  fd:00  6819537    8    8   4          8         0              0              0               0    0       0      0 fork
        00601000 r--p 00001000  fd:00  6819537    4    4   2          4         4              0              0               0    0       0      0 fork
        00602000 rw-p 00002000  fd:00  6819537    4    4   4          4         4              0              0               0    0       0      0 fork
        00d0b000 rw-p 00000000  00:00        0  136    8   8          8         8              0              0               0    0       0      0 [heap]
    7f1c0a4c8000 r-xp 00000000  fd:00 10756900 1836 1120   6       1120         0              0              0               0    0       0      0 libc-2.25.so
    7f1c0a693000 ---p 001cb000  fd:00 10756900 2048    0   0          0         0              0              0               0    0       0      0 libc-2.25.so
    7f1c0a893000 r--p 001cb000  fd:00 10756900   16   16   8          8        16              0              0               0    0       0      0 libc-2.25.so
    7f1c0a897000 rw-p 001cf000  fd:00 10756900    8    8   8          8         8              0              0               0    0       0      0 libc-2.25.so
    7f1c0a899000 rw-p 00000000  00:00        0   16   12  10         12        12              0              0               0    0       0      0 
    7f1c0a89d000 r-xp 00000000  fd:00 10758760  152  140   0        140         0              0              0               0    0       0      0 ld-2.25.so
    7f1c0aa92000 rw-p 00000000  00:00        0    8    8   6          8         8              0              0               0    0       0      0 
    7f1c0aac2000 r--p 00025000  fd:00 10758760    4    4   2          4         4              0              0               0    0       0      0 ld-2.25.so
    7f1c0aac3000 rw-p 00026000  fd:00 10758760    8    8   6          8         8              0              0               0    0       0      0 ld-2.25.so
    7ffff6838000 rw-p 00000000  00:00        0  132   12  10          8        12              0              0               0    0       0      0 [stack]
    7ffff6893000 r--p 00000000  00:00        0    8    0   0          0         0              0              0               0    0       0      0 [vvar]
    7ffff6895000 r-xp 00000000  00:00        0    8    0   0          0         0              0              0               0    0       0      0 [vdso]
ffffffffff600000 r-xp 00000000  00:00        0    4    0   0          0         0              0              0               0    0       0      0 [vsyscall]
                                               ==== ==== === ========== ========= ============== ============== =============== ==== ======= ====== 
                                               4400 1352  74       1340        84              0              0               0    0       0      0 KB 
child pid:18827
read bytes:4
child: the cmd from parent is 3
read bytes:4
child: the cmd from parent is 5
read bytes:4
child: invalid command 

----------------------------------------------
ppid:18823,pid:18827
send cmd:003
send cmd:005
send cmd:777
send cmd:000
send cmd finished

----------------------------------------------
PID(18823) ,execname(fork) probe point:(kernel.function("__cleanup_sighand@kernel/fork.c:1311")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("handle_mm_fault@mm/memory.c:3832")) 
PID(18823) ,execname(fork) probe point:(kernel.function("check_sync_rss_stat@mm/memory.c:170")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__handle_mm_fault@mm/memory.c:3749")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__get_fault_gfp_mask@mm/memory.c:2157")) 
PID(18823) ,execname(fork) probe point:(kernel.function("pmd_devmap_trans_unstable@mm/memory.c:3000")) 
PID(18823) ,execname(fork) probe point:(kernel.function("do_wp_page@mm/memory.c:2517")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("wp_page_reuse@mm/memory.c:2245")) 
PID(18823) ,execname(fork) probe point:(kernel.function("sync_mm_rss@mm/memory.c:143")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mm_release@kernel/fork.c:1085")) 
PID(18823) ,execname(fork) probe point:(kernel.function("sync_mm_rss@mm/memory.c:143")) 
PID(18823) ,execname(fork) probe point:(kernel.function("mmput@kernel/fork.c:898")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__mmput@kernel/fork.c:873")) 
PID(18823) ,execname(fork) probe point:(kernel.function("tlb_gather_mmu@mm/memory.c:223")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_vmas@mm/memory.c:1455")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_single_vma@mm/memory.c:1394")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_page_range@mm/memory.c:1373")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pud_range@mm/memory.c:1325")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_p4d_range@mm/memory.c:1354")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pmd_range@mm/memory.c:1288")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_single_vma@mm/memory.c:1394")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_page_range@mm/memory.c:1373")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pud_range@mm/memory.c:1325")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_p4d_range@mm/memory.c:1354")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pmd_range@mm/memory.c:1288")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_single_vma@mm/memory.c:1394")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_page_range@mm/memory.c:1373")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pud_range@mm/memory.c:1325")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_p4d_range@mm/memory.c:1354")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pmd_range@mm/memory.c:1288")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_single_vma@mm/memory.c:1394")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_page_range@mm/memory.c:1373")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pud_range@mm/memory.c:1325")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_p4d_range@mm/memory.c:1354")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pmd_range@mm/memory.c:1288")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_single_vma@mm/memory.c:1394")) 
PID(18823) ,execname(fork) probe point:(kernel.function("unmap_page_range@mm/memory.c:1373")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pud_range@mm/memory.c:1325")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_p4d_range@mm/memory.c:1354")) 
PID(18823) ,execname(fork) probe point:(kernel.function("zap_pmd_range@mm/memory.c:1288")) 
PID(18823) ,execname(fork) probe point:(kernel.function("add_mm_rss_vec@mm/memory.c:672")) 
PID(18823) ,execname(fork) probe point:(kernel.function("init_rss_vec@mm/memory.c:667")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("tlb_next_batch@mm/memory.c:190")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
PID(18823) ,execname(fork) probe point:(kernel.function("vm_normal_page@mm/memory.c:791")) 
PID(18823) ,execname(fork) probe point:(kernel.function("__tlb_remove_page_size@mm/memory.c:301")) 
